id,title,User,Publication path,Authors,Publisher details
1772,Steps toward the band gap identification in polystyrene based solid polymer nanocomposites integrated with tin titanate nanoparticles,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=3QXHqU4AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3QXHqU4AAAAJ:WF5omc3nYNoC,"A M. Hussein, EMA Dannoun, SB Aziz, MA Brza, RT Abdulwahid, ...","Polymers 12 (10), 2320"
1773,"Compatible solid polymer electrolyte based on methyl cellulose for energy storage application: Structural, electrical, and electrochemical properties",data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=3QXHqU4AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3QXHqU4AAAAJ:eQOLeE2rZwMC,"SB Aziz, I Brevik, MH Hamsan, MA Brza, M M. Nofal, AM Abdullah, ...","Polymers 12 (10), 2257"
1774,"Optimizing the simultaneous cutting-edge angles, included angle and nose radius for low cutting force in turning polyamide PA66",data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=3QXHqU4AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3QXHqU4AAAAJ:W7OEmFMy1HYC,"P Sidiq, RM Abdalrahman, S Rostam","Results in Materials 7, 100100"
1775,Steps toward the band gap identification in polystyrene based solid polymer nanocomposites integrated with tin titanate nanoparticles. Polymers 12: 1–21,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=3QXHqU4AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3QXHqU4AAAAJ:KlAtU1dfN6UC,"AM Hussein, EMA Dannoun, SB Aziz, MA Brza, RT Abdulwahid, ...",
1776,"Research Article A Comparative Study on Structural, Morphological, and Tensile Properties of Binary and Ternary Epoxy Resin-Based Polymer Nanocomposites",data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=3QXHqU4AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3QXHqU4AAAAJ:5nxA0vEk-isC,"DMT Mustafa, S Rostam, SB Aziz",
1777,"A Comparative Study on Structural, Morphological, and Tensile Properties of Binary and Ternary Epoxy Resin‐Based Polymer Nanocomposites",data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=3QXHqU4AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3QXHqU4AAAAJ:YsMSGLbcyi4C,"DMT Mustafa, S Rostam, SB Aziz","Advances in Materials Science and Engineering 2020 (1), 7914796"
1778,Experimental Investigation of Vibration Stress Relief of A106 Steel Pipe T-Welded Fittings,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=3QXHqU4AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3QXHqU4AAAAJ:Tyk-4Ss8FVUC,"HD Lafta, S Rostam, FJ Mahmud","Journal of Engineering 25 (8), 52-61"
1779,Friction and wear resistance for polyetheretherketone filled with different filler materials: a comparative study,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=3QXHqU4AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3QXHqU4AAAAJ:IjCSPb-OGe4C,"DMT Mustafa, S Rostam","Kurdistan Journal of Applied Research, 335-340"
1780,An Experimental Study of Torsional Properties of Polyvinylchloride,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=3QXHqU4AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3QXHqU4AAAAJ:u5HHmVD_uO8C,"S Rostam, A Hamakarim, A Xalid, P Said, K Muhammad","Kurdistan Journal of Applied Research, 273-278"
1781,Research Article Experimental Investigation of Mechanical Properties of PVC Polymer under Different Heating and Cooling Conditions,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=3QXHqU4AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3QXHqU4AAAAJ:roLk4NBRz8UC,"S Rostam, AK Ali, FH AbdalMuhammad",
1782,Use of Nano Cutting Fluid in Machining,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=3QXHqU4AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3QXHqU4AAAAJ:zYLM7Y9cAGgC,"S Rasul, N Tosun, S Rostam",Fourth International Conference on Advances in Mechanical and Automation …
1783,Experimental investigation of mechanical properties of PVC polymer under different heating and cooling conditions,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=3QXHqU4AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3QXHqU4AAAAJ:9yKSN-GCB0IC,"S Rostam, AK Ali, FH AbdalMuhammad","Journal of Engineering 2016 (1), 3791417"
1784,A hybrid fuzzy AHP-PROMETHEE decision support system for machine tool selection in flexible manufacturing cell,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=3QXHqU4AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3QXHqU4AAAAJ:UeHWp8X0CEIC,"Z Taha, S Rostam","Journal of Intelligent Manufacturing 23, 2137-2149"
1785,An ISM-ANP approach to identifying key agile factors in launching a new product into,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=3QXHqU4AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3QXHqU4AAAAJ:Zph67rFs4hoC,"AY Chang, KJ Hu, YL Hong, Z Taha, S Rostam, HY Kang, AH Lee, ...","Zeki AYAĞ, Ph. D., P. Eng 51 (2), 34"
1786,A fuzzy AHP–ANN-based decision support system for machine tool selection in a flexible manufacturing cell,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=3QXHqU4AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3QXHqU4AAAAJ:qjMakFHDy7sC,"Z Taha, S Rostam","The International Journal of Advanced Manufacturing Technology 57, 719-733"
1787,A Comparison of Speed-Feed Fuzzy Intelligent System and ANN for Machinability Data Selection of CNC Machines,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=3QXHqU4AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3QXHqU4AAAAJ:u-x6o8ySG0sC,"Z Taha, S Rostam",ARTIFICIAL NEURAL NETWORKS ͳ INDUSTRIAL AND CONTROL ENGINEERING APPLICATIONS …
1788,A Fuzzy-based User Friendly System for the Selection of Machining Parameters in CNC Machines,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=3QXHqU4AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3QXHqU4AAAAJ:2osOgNQ5qMEC,"Z Taha, S Rostam, SZM Dawal",The 14th Asia Pacific Regional Meeting of International Foundation for …
1789,Results in Engineering,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=3QXHqU4AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3QXHqU4AAAAJ:0EnyYjriUFMC,"HA HamaSalih, RM Abdalrahman, S Rostam",
1790,Results in Engineering,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=3QXHqU4AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3QXHqU4AAAAJ:hqOjcs7Dif8C,"ST Nipa, NR Shefa, S Parvin, MA Khatun, MJ Alam, S Chowdhury, ...",
1791,Conceptualization of the Capital Maintenance,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=YY-O5JkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=YY-O5JkAAAAJ:2osOgNQ5qMEC,"NA Fatah, GMD Omer, HA Bayz, LE Karem, KH Ahamd, WO Mustafa, ...","British Journal of Interdisciplinary Research 2 (3), 134-148"
1792,Application of International Financial Reporting Standards (IFRS) and their Impact on the Quality of Financial Reporting: An exploratory study on a group of companies in …,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=YY-O5JkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=YY-O5JkAAAAJ:9yKSN-GCB0IC,"MA Alsalem, GMD Omar","The Scientific Journal of Cihan University–Sulaimaniya 4 (2), 331-356"
1793,A highly flexible and low-profile metasurface antenna for wearable WBAN systems,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=5NdAta0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=5NdAta0AAAAJ:4JMBOYKVnBMC,"HA Muhammad, YI Abdulkarim, PA Abdoul, HN Awl, FA Teksen, ...","Optik 313, 171974"
1794,Metamaterial-based sensors loaded corona-shaped resonator for COVID-19 detection by using microwave techniques,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=5NdAta0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=5NdAta0AAAAJ:_Qo2XoVZTnwC,"YI Abdulkarim, HN Awl, FF Muhammadsharif, SR Saeed, KR Sidiq, ...","Plasmonics 19 (2), 595-610"
1795,Simulated and Experimental Studies of Broadband Dual-Polarized Metasurface Antenna for 5G Applications,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=5NdAta0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=5NdAta0AAAAJ:e5wmG9Sq2KIC,"HN Awl, AMJ Al-Hindawi","Journal of Communications Technology and Electronics 68 (7), 724-731"
1796,Highly sensitive dual-band terahertz metamaterial absorber for biomedical applications: simulation and experiment,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=5NdAta0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=5NdAta0AAAAJ:mB3voiENLucC,"YI Abdulkarim, O Altintas, AS Karim, HN Awl, FF Muhammadsharif, ...","ACS omega 7 (42), 38094-38104"
1797,A polarization-insensitive triple-band perfect metamaterial absorber incorporating ZnSe for terahertz sensing,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=5NdAta0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=5NdAta0AAAAJ:hFOr9nPyWt4C,"YI Abdulkarim, FÖ Alkurt, M Bakır, HN Awl, FF Muhammadsharif, ...","Journal of Optics 24 (10), 105102"
1798,A vanadium dioxide-based metamaterial with quatrefoil and circle loaded structure on flexible polyamide substrate for terahertz applications,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=5NdAta0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=5NdAta0AAAAJ:ZeXyd9-uunAC,"YI Abdulkarim, HN Awl, FF Muhammadsharif, M Bakır, FÖ Alkurt, ...","Frontiers in Physics 10, 968310"
1799,A symmetrical terahertz triple-band metamaterial absorber using a four-capacitance loaded complementary circular split ring resonator and an ultra-thin ZnSe substrate,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=5NdAta0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=5NdAta0AAAAJ:IWHjjKOFINEC,"YI Abdulkarim, F Özkan Alkurt, HN Awl, O Altıntaş, FF Muhammadsharif, ...","Symmetry 14 (7), 1477"
1800,Simulation and lithographic fabrication of a triple band terahertz metamaterial absorber coated on flexible polyethylene terephthalate substrate,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=5NdAta0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=5NdAta0AAAAJ:L8Ckcad2t8MC,"YI Abdulkarim, M Xiao, HN Awl, FF Muhammadsharif, T Lang, SR Saeed, ...","Optical Materials Express 12 (1), 338-359"
1801,Micromachined SU-8-based terahertz 8× 8 slotted waveguide antenna array,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=5NdAta0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=5NdAta0AAAAJ:7PzlFSSx8tAC,"RH Mahmud, IH Salih, HN Awl, X Shang, Y Wang, T Skaik, MJ Lancaster","Journal of Infrared, Millimeter, and Terahertz Waves 42, 1116-1130"
1802,Utilization of a triple hexagonal split ring resonator (SRR) based metamaterial sensor for the improved detection of fuel adulteration,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=5NdAta0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=5NdAta0AAAAJ:9ZlFYXVOiuMC,"YI Abdulkarim, Ş Dalgaç, FO Alkurt, FF Muhammadsharif, HN Awl, ...","Journal of Materials Science: Materials in Electronics 32 (19), 24258-24272"
1803,A monopole microwave-assisted electrochemical sensor for the detection of liquid chemicals.,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=5NdAta0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=5NdAta0AAAAJ:QIV2ME_5wuYC,"A Karatepe, O Akgöl, YI Abdulkarim, Ş Dalgaç, HN Awl, ...",Digest Journal of Nanomaterials & Biostructures (DJNB) 16 (3)
1804,A thermally stable and polarization insensitive square-shaped water metamaterial with ultra-broadband absorption,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=5NdAta0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=5NdAta0AAAAJ:4TOpqqG69KYC,"YI Abdulkarim, HN Awl, FO Alkurt, FF Muhammadsharif, SR Saeed, ...","journal of materials research and technology 13, 1150-1158"
1805,An ultrathin and dual band metamaterial perfect absorber based on ZnSe for the polarization-independent in terahertz range,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=5NdAta0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=5NdAta0AAAAJ:_kc_bZDykSQC,"YI Abdulkarim, FÖ Alkurt, HN Awl, FF Muhammadsharif, M Bakır, S Dalgac, ...","Results in Physics 26, 104344"
1806,Corrigendum to “Design and study of a metamaterial based sensor for the application of liquid chemicals detection”[J Mater Res Technol Volume 9 (5)(September–October 2020 …,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=5NdAta0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=5NdAta0AAAAJ:Zph67rFs4hoC,"YI Abdulkarim, L Deng, H Luo, S Huang, M Karaaslan, O Altıntas, M Bakır, ...","Journal of Materials Research and Technology 11, 196"
1807,Research Article Double Meander Dipole Antenna Array with Enhanced Bandwidth and Gain,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=5NdAta0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=5NdAta0AAAAJ:R3hNpaxXUhUC,"HN Awl, RH Mahmud, BA Karim, YI Abdulkarim, M Karaaslan, L Deng, ...",
1808,Double meander dipole antenna array with enhanced bandwidth and gain,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=5NdAta0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=5NdAta0AAAAJ:dhFuZR0502QC,"HN Awl, RH Mahmud, BA Karim, YI Abdulkarim, M Karaaslan, L Deng, ...","International Journal of Antennas and Propagation 2021 (1), 9936781"
1809,Hypersensitized metamaterials based on a corona-shaped resonator for efficient detection of glucose,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=5NdAta0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=5NdAta0AAAAJ:5nxA0vEk-isC,"YI Abdulkarim, FF Muhammadsharif, M Bakır, HN Awl, M Karaaslan, ...","Applied Sciences 11 (1), 103"
1810,Design and study of a coronavirus-shaped metamaterial sensor stimulated by electromagnetic waves for rapid diagnosis of covid-19,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=5NdAta0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=5NdAta0AAAAJ:hqOjcs7Dif8C,"YI Abdulkarim, HN Awl, FF Muhammadsharif, KR Sidiq, SR Saeed, ...",arXiv preprint arXiv:2009.08862
1811,Design and study of a metamaterial based sensor for the application of liquid chemicals detection,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=5NdAta0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=5NdAta0AAAAJ:Se3iqnhoufwC,"YI Abdulkarim, L Deng, H Luo, S Huang, M Karaaslan, O Altıntaş, M Bakır, ...","Journal of Materials Research and Technology 9 (5), 10291-10304"
1812,Filtering two-element waveguide antenna array based on solely resonators,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=5NdAta0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=5NdAta0AAAAJ:YsMSGLbcyi4C,"RH Mahmud, HN Awl, YI Abdulkarim, M Karaaslan, MJ Lancaster","AEU-International Journal of Electronics and Communications 121, 153232"
1813,The detection of chemical materials with a metamaterial-based sensor incorporating oval wing resonators,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=5NdAta0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=5NdAta0AAAAJ:roLk4NBRz8UC,"YI Abdulkarim, L Deng, M Karaaslan, Ş Dalgaç, RH Mahmud, ...","Electronics 9 (5), 825"
1814,Multipurpose chemical liquid sensing applications by microwave approach,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=5NdAta0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=5NdAta0AAAAJ:eQOLeE2rZwMC,"A Karatepe, O Akgöl, YI Abdulkarim, Ş Dalgac, FF Muhammadsharif, ...","PloS one 15 (5), e0232460"
1815,Novel metamaterials-based hypersensitized liquid sensor integrating omega-shaped resonator with microstrip transmission line,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=5NdAta0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=5NdAta0AAAAJ:Y0pCki6q_DkC,"YI Abdulkarim, L Deng, M Karaaslan, O Altıntaş, HN Awl, ...","Sensors 20 (3), 943"
1816,Bandwidth improvement in bow-tie microstrip antennas: The effect of substrate type and design dimensions,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=5NdAta0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=5NdAta0AAAAJ:W7OEmFMy1HYC,"HN Awl, YI Abdulkarim, L Deng, M Bakır, FF Muhammadsharif, ...","Applied Sciences 10 (2), 504"
1817,Research Article A Low-Profile Antenna Based on Single-Layer Metasurface for Ku-Band Applications,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=5NdAta0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=5NdAta0AAAAJ:TQgYirikUcIC,"YI Abdulkarim, HN Awl, FF Muhammadsharif, M Karaaslan, RH Mahmud, ...",
1818,A Low‐Profile Antenna Based on Single‐Layer Metasurface for Ku‐Band Applications,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=5NdAta0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=5NdAta0AAAAJ:0EnyYjriUFMC,"YI Abdulkarim, HN Awl, FF Muhammadsharif, M Karaaslan, RH Mahmud, ...","International Journal of Antennas and Propagation 2020 (1), 8813951"
1819,Communications (AEÜ),data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=5NdAta0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=5NdAta0AAAAJ:_FxGoFyzp5QC,"RH Mahmud, HN Awl, YI Abdulkarim, M Karaaslan, MJ Lancaster",
1820,Design of a broadband coplanar waveguide-fed antenna incorporating organic solar cells with 100% insolation for Ku band satellite communication,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=5NdAta0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=5NdAta0AAAAJ:qjMakFHDy7sC,"YI Abdulkarim, L Deng, HN Awl, FF Muhammadsharif, O Altintas, ...","Materials 13 (1), 142"
1821,"Broadband microstrip antenna for C-band, X-band, and KU-band applications",data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=5NdAta0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=5NdAta0AAAAJ:2osOgNQ5qMEC,"HN Awl, BA Karim, YI Abdulkarim, L Deng, DA Hassan, M Karaaslan",2019 International Conference on Information and Telecommunication …
